,symbol,entry_dt,position_size,entry_price_0,qty_0,entry_price_1,qty_1,exit_dt,exit_type,profit_loss,fees,status,exit_price_0,exit_price_1
107,AVAXUSDT_VETUSDT,2024-02-12 16:00:00,14300.0,40.178,177.95808651500823,0.03105,-230273.75201288244,2024-02-14 00:00:00,exitcondition,-447.17909770121895,14.07641045114939,closed,39.716,0.03262
108,FILUSDT_VETUSDT,2024-01-01 12:00:00,14300.0,7.418,-963.8716635211647,0.03471,205992.5093632959,2024-02-14 08:00:00,exitcondition,1776.8617281781433,15.188430864089073,closed,5.537,0.0345
109,AVAXUSDT_DOTUSDT,2024-02-14 04:00:00,101600.0,39.531,1285.0674154461055,7.508,-6766.116142781034,2024-02-14 16:00:00,exitcondition,2237.420556100195,102.71871027805011,closed,41.769,7.602
110,AVAXUSDT_NEARUSDT,2024-02-12 04:00:00,44200.0,38.747,570.3667380700441,3.167,-6978.21281970319,2024-02-14 20:00:00,exitcondition,768.5095674905557,44.58425478374528,closed,41.882,3.315
111,ADAUSDT_UNIUSDT,2024-02-14 00:00:00,36400.0,0.545,-33394.49541284404,6.682,2723.735408560311,2024-02-15 08:00:00,exitcondition,-145.28804483632595,36.32735597758183,closed,0.5783,7.038
112,ETHUSDT_UNIUSDT,2024-02-15 20:00:00,36400.0,2836.11,6.417240516058968,7.411,-2455.8089326676563,2024-02-16 00:00:00,exitcondition,-348.4700318602253,36.22576498406988,closed,2824.19,7.522
113,ETHUSDT_LINKUSDT,2024-02-12 20:00:00,143600.0,2610.91,-27.499990424794422,20.624,3481.3809154383243,2024-02-17 00:00:00,exitcondition,-8975.53959264087,139.11223020367956,closed,2802.8,19.555
114,ATOMUSDT_FILUSDT,2024-02-05 12:00:00,92400.0,9.158,-5044.769600349421,5.007,9227.082085080887,2024-02-17 08:00:00,exitcondition,6084.054101938,95.442027050969,closed,10.282,6.297
115,AVAXUSDT_UNIUSDT,2024-01-01 00:00:00,36400.0,38.59,471.6247732573205,7.231,-2516.9409486931268,2024-02-17 16:00:00,exitcondition,-678.8574225976837,36.060571288701155,closed,39.038,7.579
116,ADAUSDT_AVAXUSDT,2024-02-15 16:00:00,94800.0,0.6005,-78934.22148209825,41.908,1131.0489643982055,2024-02-18 00:00:00,exitcondition,-3192.24377938368,93.20387811030815,closed,0.6109,39.794
117,ADAUSDT_UNIUSDT,2024-02-18 12:00:00,36400.0,0.635,-28661.417322834644,7.681,2369.4831402161176,2024-02-18 16:00:00,exitcondition,268.4549768474626,36.53422748842373,closed,0.6211,7.621
118,ETHUSDT_LINKUSDT,2024-02-17 20:00:00,143600.0,2776.12,25.86343529818596,20.108,-3570.7181221404417,2024-02-18 20:00:00,exitcondition,1721.447178550248,144.46072358927512,closed,2828.37,20.009
119,AVAXUSDT_NEARUSDT,2024-02-15 16:00:00,44200.0,41.908,527.3456142025389,3.353,-6591.112436623918,2024-02-19 04:00:00,exitcondition,-2480.207315992843,42.95989634200358,closed,40.065,3.578
120,ETHUSDT_UNIUSDT,2024-02-19 00:00:00,36400.0,2883.56,-6.311642552955375,7.665,2374.4292237442924,2024-02-19 04:00:00,exitcondition,88.39401872026427,36.44419700936013,closed,2887.22,7.717
121,DOTUSDT_FILUSDT,2024-02-18 08:00:00,130600.0,7.786,-8386.848189057282,6.213,10510.22050539192,2024-02-19 04:00:00,exitcondition,2063.828123988998,131.6319140619945,closed,7.817,6.434
122,ATOMUSDT_FILUSDT,2024-02-18 12:00:00,92400.0,10.431,-4429.105550762151,6.159,7501.217730150999,2024-02-19 04:00:00,exitcondition,1650.2495628849533,93.22512478144247,closed,10.515,6.434
123,AVAXUSDT_FILUSDT,2024-02-17 08:00:00,101600.0,40.262,-1261.7356316129353,6.284,8084.022915340548,2024-02-19 12:00:00,exitcondition,3029.493912264862,103.11474695613244,closed,39.967,6.622
